CNPJ,RAZAO_SOCIAL,UF,ANO,TRIMESTRE,VALOR
08225953000160,SANTA CASA DE MAUA SAADE,SP,2025,2,1086693503.2
08225953000160,SANTA CASA DE MAUA SAADE,SP,2025,3,1363366964.8
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,RN,2025,1,311676267.04
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,RN,2025,2,438399474.24
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,RN,2025,3,575874754.4
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MADICO,PB,2025,1,596948232.64
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MADICO,PB,2025,2,766819313.12
08315806000180,UNIMED PATOS - COOPERATIVA DE TRABALHO MADICO,PB,2025,3,909092419.04
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MADICO,RN,2025,1,14588276154.4
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MADICO,RN,2025,2,21325939247.68
08380701000105,UNIMED NATAL SOC. COOP. DE TRAB. MADICO,RN,2025,3,26900700307.68
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MADICO,PB,2025,1,6340385914.24
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MADICO,PB,2025,2,12089566443.36
08680639000177,UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MADICO,PB,2025,3,17466606853.600002
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,PB,2025,1,3507349375.04
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,PB,2025,2,5318289686.88
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,PB,2025,3,7371817445.28
08708980000193,OESTE SAADE ASSISTANCIA A SAADE SUPLEMENTAR S.A,SP,2025,1,804701888.0
08708980000193,OESTE SAADE ASSISTANCIA A SAADE SUPLEMENTAR S.A,SP,2025,2,1370905114.88
08708980000193,OESTE SAADE ASSISTANCIA A SAADE SUPLEMENTAR S.A,SP,2025,3,1899195246.48
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,RJ,2025,1,148489052.32
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,RJ,2025,2,247725791.04
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,RJ,2025,3,355979658.08
08883265000197,ASSOCIAAAO FUNDO DE PROTEAAO A SAADE,PR,2025,1,316200458.88
08883265000197,ASSOCIAAAO FUNDO DE PROTEAAO A SAADE,PR,2025,2,521010060.64
08883265000197,ASSOCIAAAO FUNDO DE PROTEAAO A SAADE,PR,2025,3,710967444.64
09114713000150,CASE - CENTRAL DE ADMINISTRAAAO DE PLANO DE SAADE LTDA,RJ,2025,1,52313349.92
09114713000150,CASE - CENTRAL DE ADMINISTRAAAO DE PLANO DE SAADE LTDA,RJ,2025,2,59201982.88
09114713000150,CASE - CENTRAL DE ADMINISTRAAAO DE PLANO DE SAADE LTDA,RJ,2025,3,74649334.24
09164784000168,VIDAMAX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,1,219418743.04
09164784000168,VIDAMAX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,2,316865668.16
09164784000168,VIDAMAX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,3,426162076.64
09237009000195,UNIMED NORTE/NORDESTE-FEDERAAAO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MADICO EM RECUPERAAAO JUDICIAL,PB,2025,1,4598367907.04
09237009000195,UNIMED NORTE/NORDESTE-FEDERAAAO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MADICO EM RECUPERAAAO JUDICIAL,PB,2025,2,4637153907.84
09237009000195,UNIMED NORTE/NORDESTE-FEDERAAAO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MADICO EM RECUPERAAAO JUDICIAL,PB,2025,3,4687959749.92
09298037000112,IBBCA 2008 GESTAO EM SAADE LTDA,RJ,2025,1,995741799.84
09298037000112,IBBCA 2008 GESTAO EM SAADE LTDA,RJ,2025,2,1098995822.16
09298037000112,IBBCA 2008 GESTAO EM SAADE LTDA,RJ,2025,3,1159642216.72
09306242000182,ASSOCIAAAO DOS AUDITORES FISCAIS DO ESTADO DA PARAABA - AFRAFEP,PB,2025,1,422959953.28
09306242000182,ASSOCIAAAO DOS AUDITORES FISCAIS DO ESTADO DA PARAABA - AFRAFEP,PB,2025,2,685705703.44
09306242000182,ASSOCIAAAO DOS AUDITORES FISCAIS DO ESTADO DA PARAABA - AFRAFEP,PB,2025,3,962610975.92
09433795000104,QUALLITY PRA SAADE PLANO DE ASSISTANCIA MADICA LTDA.,DF,2025,1,1354703294.4
09433795000104,QUALLITY PRA SAADE PLANO DE ASSISTANCIA MADICA LTDA.,DF,2025,2,3261495792.48
09433795000104,QUALLITY PRA SAADE PLANO DE ASSISTANCIA MADICA LTDA.,DF,2025,3,5256149670.24
10219897000100,UNIMED OESTE DO PARA - COOPERATIVA DE TRABALHO MADICO,PA,2025,1,2193056505.44
10219897000100,UNIMED OESTE DO PARA - COOPERATIVA DE TRABALHO MADICO,PA,2025,2,3310105719.52
10219897000100,UNIMED OESTE DO PARA - COOPERATIVA DE TRABALHO MADICO,PA,2025,3,4176096502.88
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLAGICOS LTDA.,SP,2025,1,53011149.92
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLAGICOS LTDA.,SP,2025,2,85135180.8
10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLAGICOS LTDA.,SP,2025,3,124270384.0
10395358000114,UNIMED DO CEARA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS MADICAS DO ESTADO DO CEARA LTDA.,CE,2025,1,2272339449.76
10395358000114,UNIMED DO CEARA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS MADICAS DO ESTADO DO CEARA LTDA.,CE,2025,2,4041362601.76
10395358000114,UNIMED DO CEARA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS MADICAS DO ESTADO DO CEARA LTDA.,CE,2025,3,5916246549.52
10414182000109,UNIMED SAADE E ODONTO S.A,SP,2025,1,3308830192.96
10414182000109,UNIMED SAADE E ODONTO S.A,SP,2025,2,4290992490.4
10414182000109,UNIMED SAADE E ODONTO S.A,SP,2025,3,5357285612.24
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,BA,2025,1,25830804.16
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,BA,2025,2,54208408.96
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,BA,2025,3,82813646.32000001
10495931000161,SERVIX ADMINISTRADORA DE BENEFACIOS LTDA,DF,2025,1,134894389.44
10495931000161,SERVIX ADMINISTRADORA DE BENEFACIOS LTDA,DF,2025,2,173996025.12
10495931000161,SERVIX ADMINISTRADORA DE BENEFACIOS LTDA,DF,2025,3,209258618.08
10540020000109,CENTRAL OPERADORA DE PLANOS DE SAADE NORTE-NORDESTE LTDA,PB,2025,1,482385571.36
10540020000109,CENTRAL OPERADORA DE PLANOS DE SAADE NORTE-NORDESTE LTDA,PB,2025,2,474661896.0
10540020000109,CENTRAL OPERADORA DE PLANOS DE SAADE NORTE-NORDESTE LTDA,PB,2025,3,475229133.92
10767219000174,PLANO DE ASSISTANCIA ODONTOLAGICA FAUCHARD LTDA. ME,BA,2025,1,32679933.12
10767219000174,PLANO DE ASSISTANCIA ODONTOLAGICA FAUCHARD LTDA. ME,BA,2025,2,64670577.12
10767219000174,PLANO DE ASSISTANCIA ODONTOLAGICA FAUCHARD LTDA. ME,BA,2025,3,99362545.36
10796140000171,ASSOCIAAAO SERVIAOS ODONTOLAGICOS DA INDASTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,MG,2025,1,154481281.52
10796140000171,ASSOCIAAAO SERVIAOS ODONTOLAGICOS DA INDASTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,MG,2025,2,173965208.32
10796140000171,ASSOCIAAAO SERVIAOS ODONTOLAGICOS DA INDASTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,MG,2025,3,198627116.32
10846369000173,HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,1,20618108.64
10846369000173,HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,2,19881535.84
10846369000173,HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,3,19623633.12
10935483000170,ASSOCIAAAO DA SANTA CASA SAADE DE RIBEIRAO PRETO,SP,2025,1,791858716.0
10935483000170,ASSOCIAAAO DA SANTA CASA SAADE DE RIBEIRAO PRETO,SP,2025,2,1484032136.8799999
10935483000170,ASSOCIAAAO DA SANTA CASA SAADE DE RIBEIRAO PRETO,SP,2025,3,2141874780.16
11073058000181,BENEVIX ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,1,908719519.2
11073058000181,BENEVIX ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,2,1036267187.2
11073058000181,BENEVIX ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,3,1208152941.44
11076382000153,UNIX SAADE S.A,BA,2025,1,279576198.08
11076382000153,UNIX SAADE S.A,BA,2025,2,421741552.8
11076382000153,UNIX SAADE S.A,BA,2025,3,559859906.72
11158465000191,AFFIX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,1,1381325509.76
11158465000191,AFFIX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,2,1739481161.1200001
11158465000191,AFFIX ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,3,2177224741.76
11165556000154,ALLCARE ADMINISTRADORA DE BENEFACIOS EM SAADE LTDA.,DF,2025,1,304063518.08
11165556000154,ALLCARE ADMINISTRADORA DE BENEFACIOS EM SAADE LTDA.,DF,2025,2,513902878.23999995
11165556000154,ALLCARE ADMINISTRADORA DE BENEFACIOS EM SAADE LTDA.,DF,2025,3,683859148.8
11177786000133,ASSOCIAAAO MINEIRA DE ASSISTANCIA A SAADE DOS MEMBROS DO MINISTARIO PABLICO,MG,2025,1,1547046633.92
11177786000133,ASSOCIAAAO MINEIRA DE ASSISTANCIA A SAADE DOS MEMBROS DO MINISTARIO PABLICO,MG,2025,2,1907839519.2
11177786000133,ASSOCIAAAO MINEIRA DE ASSISTANCIA A SAADE DOS MEMBROS DO MINISTARIO PABLICO,MG,2025,3,2327126625.76
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MADICO,PE,2025,1,18501459094.4
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MADICO,PE,2025,2,25548981140.24
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MADICO,PE,2025,3,32608988280.24
11235328000103,MAXMED ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,1,29325416.16
11235328000103,MAXMED ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,2,54596888.32
11235328000103,MAXMED ADMINISTRADORA DE BENEFICIOS LTDA,SP,2025,3,86568679.2
11275925000161,PLURICLUB ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,1,51270946.4
11275925000161,PLURICLUB ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,2,72538181.6
11275925000161,PLURICLUB ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,3,94600754.88
11336728000105,ASSOCIAAAO SAADE RURAL ALEGRETE,RS,2025,1,237981306.4
11336728000105,ASSOCIAAAO SAADE RURAL ALEGRETE,RS,2025,2,289453808.96
11336728000105,ASSOCIAAAO SAADE RURAL ALEGRETE,RS,2025,3,359421783.84
11340037000185,VALEM ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,1,1598019598.88
11340037000185,VALEM ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,2,2118053060.48
11340037000185,VALEM ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,3,2592629914.88
11565995000154,PORTOMED - PORTO SEGURO SERVIAOS DE SAUDE LTDA,SP,2025,1,148685217.76
11565995000154,PORTOMED - PORTO SEGURO SERVIAOS DE SAUDE LTDA,SP,2025,2,226537522.39999998
11565995000154,PORTOMED - PORTO SEGURO SERVIAOS DE SAUDE LTDA,SP,2025,3,345808582.4
11593821000103,ELOSAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,SC,2025,1,1085372214.08
11593821000103,ELOSAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,SC,2025,2,1645315231.2
11593821000103,ELOSAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,SC,2025,3,2186993573.12
11641931000195,FEBRAFITE SAUDE,DF,2025,1,22977468.96
11641931000195,FEBRAFITE SAUDE,DF,2025,2,25607779.52
11641931000195,FEBRAFITE SAUDE,DF,2025,3,29029928.96
11792899000149,PLATINUM ADMINISTRADORA DE BENEFICIOS,DF,2025,1,88651824.0
11792899000149,PLATINUM ADMINISTRADORA DE BENEFICIOS,DF,2025,2,167015421.44
11792899000149,PLATINUM ADMINISTRADORA DE BENEFICIOS,DF,2025,3,239377061.76
11828089000103,LUMINAR SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,DF,2025,1,1968228908.22
11828089000103,LUMINAR SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,DF,2025,2,2478509555.6
11828089000103,LUMINAR SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,DF,2025,3,2847821535.54
11867361000156,ASSOCIAAAO SAADE SAO JOSA,SC,2025,1,593722348.32
11867361000156,ASSOCIAAAO SAADE SAO JOSA,SC,2025,2,871032547.2
11867361000156,ASSOCIAAAO SAADE SAO JOSA,SC,2025,3,1151260746.8799999
11939445000158,ASSOCIAAAO DE SAADE PORTUGUESA DE BENEFICANCIA,SP,2025,1,2091005216.64
11939445000158,ASSOCIAAAO DE SAADE PORTUGUESA DE BENEFICANCIA,SP,2025,2,3425715604.4
11939445000158,ASSOCIAAAO DE SAADE PORTUGUESA DE BENEFICANCIA,SP,2025,3,5332270842.32
11973134000105,SUL AMARICA ODONTOLAGICO S/A,SP,2025,1,5112279359.52
11973134000105,SUL AMARICA ODONTOLAGICO S/A,SP,2025,2,5907619787.44
11973134000105,SUL AMARICA ODONTOLAGICO S/A,SP,2025,3,6635931106.16
11996146000155,CAIXA DE ASSISTANCIA A SAADE DO SINDICATO DOS FUNCIONARIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAAAO TRIBUTARIA DO ESTADO DE PERNAMBUCO,PE,2025,1,782902560.32
11996146000155,CAIXA DE ASSISTANCIA A SAADE DO SINDICATO DOS FUNCIONARIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAAAO TRIBUTARIA DO ESTADO DE PERNAMBUCO,PE,2025,2,1167707350.72
11996146000155,CAIXA DE ASSISTANCIA A SAADE DO SINDICATO DOS FUNCIONARIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAAAO TRIBUTARIA DO ESTADO DE PERNAMBUCO,PE,2025,3,1574168884.48
12049486000131,ASSOCIAAAO PARANAENSE DE ASSISTANCIA A SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANA,PR,2025,1,616324538.24
12049486000131,ASSOCIAAAO PARANAENSE DE ASSISTANCIA A SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANA,PR,2025,2,811910577.76
12049486000131,ASSOCIAAAO PARANAENSE DE ASSISTANCIA A SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANA,PR,2025,3,1007344408.0
12055813000168,CEMIG SAADE,MG,2025,1,9545944441.92
12055813000168,CEMIG SAADE,MG,2025,2,12048154619.68
12055813000168,CEMIG SAADE,MG,2025,3,14917704442.4
12317012000123,ASSOCIAAAO DO FISCO DE ALAGOAS,AL,2025,1,275080521.92
12317012000123,ASSOCIAAAO DO FISCO DE ALAGOAS,AL,2025,2,338093686.96
12317012000123,ASSOCIAAAO DO FISCO DE ALAGOAS,AL,2025,3,424323386.32
12380335000161,BENEFIT ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,1,61611759.52
12380335000161,BENEFIT ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,2,71477145.6
12380335000161,BENEFIT ADMINISTRADORA DE BENEFACIOS LTDA.,SP,2025,3,107003922.72
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MADICO,AL,2025,1,8768493617.76
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MADICO,AL,2025,2,13682930053.28
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MADICO,AL,2025,3,19364659877.44
12585261000108,FUNDAAAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,PE,2025,1,1743238138.4
12585261000108,FUNDAAAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,PE,2025,2,2289965160.8
12585261000108,FUNDAAAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,PE,2025,3,2875828621.28
12838821000180,FUNDAAAO FIAT SAADE E BEM ESTAR,MG,2025,1,1414151844.16
12838821000180,FUNDAAAO FIAT SAADE E BEM ESTAR,MG,2025,2,1548917923.04
12838821000180,FUNDAAAO FIAT SAADE E BEM ESTAR,MG,2025,3,1823322900.48
12923462000160,UNIODONTO DE JOAO PESSOA COOPERATIVA ODONTOLAGICA,PB,2025,1,189292132.32
12923462000160,UNIODONTO DE JOAO PESSOA COOPERATIVA ODONTOLAGICA,PB,2025,2,288324562.4
12923462000160,UNIODONTO DE JOAO PESSOA COOPERATIVA ODONTOLAGICA,PB,2025,3,377861302.08
13001218000102,ASSOCIAAAO SANTA SAADE,SP,2025,1,3763676638.4
13001218000102,ASSOCIAAAO SANTA SAADE,SP,2025,2,6612587472.64
13001218000102,ASSOCIAAAO SANTA SAADE,SP,2025,3,9398172147.2
13026081000140,FUNDO DE ASSISTANCIA MADICO-HOSPITALAR DO MINISTARIO PABLICO,MS,2025,1,193385982.56
13026081000140,FUNDO DE ASSISTANCIA MADICO-HOSPITALAR DO MINISTARIO PABLICO,MS,2025,2,240397240.79999998
13026081000140,FUNDO DE ASSISTANCIA MADICO-HOSPITALAR DO MINISTARIO PABLICO,MS,2025,3,289031726.56
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,SE,2025,1,59397663.36
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,SE,2025,2,81038115.12
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,SE,2025,3,99109022.88
13086566000120,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANESE,SE,2025,1,1543631004.32
13086566000120,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANESE,SE,2025,2,1817465912.64
13086566000120,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANESE,SE,2025,3,1995681428.72
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA,BA,2025,1,267516030.08
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA,BA,2025,2,408467598.88
13100755000100,ASSOCIACAO DOS PROFESSORES UNIVERSITARIOS DA BAHIA,BA,2025,3,548584018.72
13138885000131,A.P.S. ADMINISTRADORA DE BENEFACOS LTDA.,SP,2025,1,70778238.88
13138885000131,A.P.S. ADMINISTRADORA DE BENEFACOS LTDA.,SP,2025,2,83600303.68
13138885000131,A.P.S. ADMINISTRADORA DE BENEFACOS LTDA.,SP,2025,3,126033175.2
13170410000122,ASSOCIAAAO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAAAO E OBRAS PABLICAS - ASSEC,SE,2025,1,280667379.52
13170410000122,ASSOCIAAAO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAAAO E OBRAS PABLICAS - ASSEC,SE,2025,2,432659052.64
13170410000122,ASSOCIAAAO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAAAO E OBRAS PABLICAS - ASSEC,SE,2025,3,547668951.76
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAADE S/A,SP,2025,1,2807525138.88
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAADE S/A,SP,2025,2,2866837712.64
13223975000120,CAIXA SEGURADORA ESPECIALIZADA EM SAADE S/A,SP,2025,3,3019564714.24
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MADICO,SE,2025,1,4763018424.32
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MADICO,SE,2025,2,7494850792.8
13360276000122,UNIMED SERGIPE - COOPERATIVA DE TRABALHO MADICO,SE,2025,3,10217296889.6
13746922000194,RESOLVE ADMINISTRADORA DE BENEFACIOS LTDA,PI,2025,1,363967133.44
13746922000194,RESOLVE ADMINISTRADORA DE BENEFACIOS LTDA,PI,2025,2,427042138.24
13746922000194,RESOLVE ADMINISTRADORA DE BENEFACIOS LTDA,PI,2025,3,489390316.8
13785956000198,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,1,787.3599999997532
13785956000198,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,2,807.3599999997532
13785956000198,RAMED ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,3,32.32000000000335
13816250000146,OPLAN SAADE OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,1,74957680.0
13816250000146,OPLAN SAADE OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,2,154078146.4
13816250000146,OPLAN SAADE OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,3,250399553.6
14095581000105,LIKE DENTAL PLANOS ODONTOLAGICOS SS LTDA,PR,2025,1,1753423.0400000003
14095581000105,LIKE DENTAL PLANOS ODONTOLAGICOS SS LTDA,PR,2025,2,2206987.04
14095581000105,LIKE DENTAL PLANOS ODONTOLAGICOS SS LTDA,PR,2025,3,2560263.84
14408631000159,FUNDAAAO PLAMHUV - PLANO MADICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIAOSA,MG,2025,1,286484129.76
14408631000159,FUNDAAAO PLAMHUV - PLANO MADICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIAOSA,MG,2025,2,363243973.28
14408631000159,FUNDAAAO PLAMHUV - PLANO MADICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIAOSA,MG,2025,3,456184716.15999997
14468083000152,LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,1,14861543.2
14468083000152,LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,2,23985921.92
14468083000152,LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,3,27774487.68
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,MG,2025,1,162893933.6
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,MG,2025,2,264673136.96
14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,MG,2025,3,346356470.08
14674151000130,BIORAL SISTEMA ODONTOLAGICO LTDA.,SP,2025,1,48636294.08
14674151000130,BIORAL SISTEMA ODONTOLAGICO LTDA.,SP,2025,2,70346164.48
14674151000130,BIORAL SISTEMA ODONTOLAGICO LTDA.,SP,2025,3,92676524.48
14799035000147,ASSOCIAAAO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,BA,2025,1,1547708380.26
14799035000147,ASSOCIAAAO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,BA,2025,2,2055290995.94
14799035000147,ASSOCIAAAO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,BA,2025,3,2534669286.42
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,SP,2025,1,519739842.71999997
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,SP,2025,2,706749208.0
14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,SP,2025,3,870778237.76
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,SP,2025,1,632846479.2
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,SP,2025,2,636252678.4
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,SP,2025,3,663694105.92
14946109000120,ASSOCIAAAO SAO FRANCISCO VIDA,SP,2025,1,581465206.56
14946109000120,ASSOCIAAAO SAO FRANCISCO VIDA,SP,2025,2,1233426740.8
14946109000120,ASSOCIAAAO SAO FRANCISCO VIDA,SP,2025,3,1932721861.92
15011651000154,BRADESCO SAADE - OPERADORA DE PLANOS  S/A,SP,2025,1,19322647106.56
15011651000154,BRADESCO SAADE - OPERADORA DE PLANOS  S/A,SP,2025,2,20114323963.04
15011651000154,BRADESCO SAADE - OPERADORA DE PLANOS  S/A,SP,2025,3,21869491092.64
15022430000181,ASSOCIAAAO DE SAADE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIAO,SP,2025,1,223114276.32
15022430000181,ASSOCIAAAO DE SAADE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIAO,SP,2025,2,543294233.44
15022430000181,ASSOCIAAAO DE SAADE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIAO,SP,2025,3,908152674.4
15131148000132,AMHA SAUDE S/A,SP,2025,1,570573259.2
15131148000132,AMHA SAUDE S/A,SP,2025,2,785004324.64
15131148000132,AMHA SAUDE S/A,SP,2025,3,1007572339.2
15156097000101,UNIBEN ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,1,334619728.32
15156097000101,UNIBEN ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,2,495335412.15999997
15156097000101,UNIBEN ADMINISTRADORA DE BENEFACIOS LTDA,MG,2025,3,669337440.3199999
15214919000155,PROMADICA - PROTEAAO MEDICA A EMPRESAS S.A.,BA,2025,1,1975587647.52
15214919000155,PROMADICA - PROTEAAO MEDICA A EMPRESAS S.A.,BA,2025,2,3801216433.44
15214919000155,PROMADICA - PROTEAAO MEDICA A EMPRESAS S.A.,BA,2025,3,5668285386.56
15215452000168,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANEB,BA,2025,1,645416219.76
15215452000168,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANEB,BA,2025,2,577877456.48
15215452000168,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO BANEB,BA,2025,3,695242014.4
15308521000188,UNIODONTO BELAM - COOPERATIVA DE ASSISTANCIA A SAADE ODONTOLAGICA,PA,2025,1,231195361.6
15308521000188,UNIODONTO BELAM - COOPERATIVA DE ASSISTANCIA A SAADE ODONTOLAGICA,PA,2025,2,463442271.2
15308521000188,UNIODONTO BELAM - COOPERATIVA DE ASSISTANCIA A SAADE ODONTOLAGICA,PA,2025,3,617976944.32
15323270000100,ASSOCIAAAO MAIS SAADE SANTA CASA DE SAO JOAO DA BOA VISTA,SP,2025,1,805805903.04
15323270000100,ASSOCIAAAO MAIS SAADE SANTA CASA DE SAO JOAO DA BOA VISTA,SP,2025,2,1124853445.84
15323270000100,ASSOCIAAAO MAIS SAADE SANTA CASA DE SAO JOAO DA BOA VISTA,SP,2025,3,1449989368.96
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MADICO LTDA,MS,2025,1,4232258632.96
15395999000192,UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MADICO LTDA,MS,2025,2,5500348876.16
